reviewId,userName,userImage,perception,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
036f5704-214b-4a9a-84da-7939336133ff,Sela Septriani Kristina,https://play-lh.googleusercontent.com/a-/ALV-UjX9CeGQk4eGFcOOS4X8DYIP5GM53F5tbb7oTQfLZ8IAX8MCb1zJ,0,"COSTUMER SERVICE NYA LELET,VOUCHER GRABGIFT UDAH BERHASIL DI REDEEM TAPI GA BISA DI PAKE. MENYUSAHKAN",1,3,,2024-05-25 12:01:00,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2024-05-25 19:11:17,
41a66655-068b-490e-bf4b-966bdff0c5bd,widya nw chanell,https://play-lh.googleusercontent.com/a-/ALV-UjW30SBXvSRSRzD7BXzKna64qcBSkkVTMapI5K__S7uHmPJm4NA,2,abang nya ramah dan baik,5,0,5.306.0,2024-05-25 11:51:17,,,5.306.0
1f6c14ca-812a-4e3d-bd78-a8a567a96181,Muhammad fadly Asmar,https://play-lh.googleusercontent.com/a/ACg8ocJGo4KR-5oHn0igcW7MgeZB2ZnR_rbBbrVmQadtaeythwAX3g=mo,2,Mantap,5,0,5.289.0,2024-05-25 11:40:10,,,5.289.0
4b60bec7-fad9-4132-b8a0-262a665927bd,Andi Bambang Suriansya,https://play-lh.googleusercontent.com/a-/ALV-UjVtoPhUMotvIsDGAel_8wuNaimLoDq-FO7Olztkgg8uGAuZ5i76,0,"kalau ku UK,i. Musyrif jl mi LMm.mmjl mm M mm m Ki juru no im,.,age k JB mmmkmmjuii imummmm Bu k di grouzp dxx..8.uu. mm. nmm ku UK j mi. mzzzxxxzmzx,zxzzzzzBNN oh ikmmmi.,8 by mood.zzz jln min mmmmlnlm mm mm m..km mm",4,0,5.303.0,2024-05-25 11:31:46,,,5.303.0
fd9939b0-6ad8-4d00-9117-1d10e932414c,Prio Senja Pamungkas,https://play-lh.googleusercontent.com/a/ACg8ocIkHOHIGMaNdFVMI2Fnd-WZI168Ivmrb_4Q2Lsgo8nlzRJ3ig=mo,2,Terima kasih,5,0,5.307.0,2024-05-25 11:31:40,,,5.307.0
31c1e635-764a-44e7-b16f-df914f1eb2ac,Wahyu Widodo,https://play-lh.googleusercontent.com/a-/ALV-UjXlNUuhXC9-FQTioOSD1nEE0gZyYnOY2oNsgK18Dt7Cxn0m0gPC,0,"Tolong persyaratan pendaftaran jgn pake SKCK. Aku nih nak nyari duit, bukan nak ngeluarin duit. Mksh",5,0,,2024-05-25 11:22:19,,,
9900c488-391b-47c1-b104-943d1e419395,Asep Amer,https://play-lh.googleusercontent.com/a/ACg8ocKS4fzz6nVFvORQTOkY2sBDkSyGmxhTbT4ya6PNWT2NcKORoA=mo,2,bagus bangt,5,0,5.306.0,2024-05-25 11:18:04,,,5.306.0
c5798545-a362-4bd8-a8fd-2c8872286235,Cek Abu,https://play-lh.googleusercontent.com/a/ACg8ocJigwD6gububFYs341x9NDNZnta5EuGUazxwN1m3B_9sQz6sQ=mo,2,good,5,0,5.306.0,2024-05-25 11:16:45,,,5.306.0
6dcaae4d-9f00-47f2-b2c9-6cfd53a15201,Rahayu,https://play-lh.googleusercontent.com/a-/ALV-UjVKe-n0NMct9ywRVSLsqnT8wIRGf501VXUeVy7ArTyoZDyjP58c,2,best,5,0,5.307.0,2024-05-25 11:16:07,,,5.307.0
c8671986-1d89-478b-90c4-20acb06323fa,sa fiin,https://play-lh.googleusercontent.com/a/ACg8ocJ2vm19JzfV6IKNzWT5JiZsvPyhpBdySctIBfPSWRNzoFsDFwA=mo,2,membantu,5,0,5.307.0,2024-05-25 11:07:00,,,5.307.0
4c3f4b59-271b-4d1d-9aa9-11c05cc69df2,NurWidya Wulandari,https://play-lh.googleusercontent.com/a/ACg8ocLpODVTAt8uk1gTGwe1s-xi7lznfxLLllMp_ZJXkC_xZ3oy_A=mo,2,pengiriman cepat.,5,0,5.306.0,2024-05-25 10:57:11,,,5.306.0
130038b3-0873-42c2-921a-b7e63ec6c7ca,Nur indah Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjVPh8CLkUj7pPs7fvsx0s7_zjP3_5xvmx9yo6pDVLl6GpU4q-6t,0,"Di ganti email aja di persulit,",3,0,5.307.0,2024-05-25 10:49:44,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2024-05-25 19:17:22,5.307.0
da1032a3-0fea-47b5-b3b5-a5bd2ad3541d,Lowkey Haris,https://play-lh.googleusercontent.com/a/ACg8ocL0fQ090dN2smWa7Lh3hlFtIZ6l4QEaidmE51Yo383v9KkbSA=mo,0,"Kecewaaa, top up gagalll, iyasih nominal tidak seberapa tapi saat ini kondisi keuangan emang lagi kurang , malah ditambah masalaaah ini lagi, udah gituuu pelayanan lama 1 x 24 jam, capekkkk Bintangnya bakal aku kasih 5 lagi kalo udah di refund... Harap pengertiannya",5,0,5.307.0,2024-05-25 10:48:19,Terima kasih atas kepercayaan kakak pada layanan kami Sukses selalu Kak 🤗,2024-05-25 6:47:55,5.307.0
21f35529-ff3b-4489-893f-d46c217f7dc9,fadli azam,https://play-lh.googleusercontent.com/a/ACg8ocJxk5CxJmTEMtAE_WTUKrQdyvSBkCfALHEM3CtDkbOmkol_Tw=mo,2,👌🏼,5,0,5.306.0,2024-05-25 10:46:30,,,5.306.0
3d8c5474-ae7c-43f7-8630-62c5dbad4b54,bintang tosono,https://play-lh.googleusercontent.com/a-/ALV-UjW8PZKkR1Z7xgcLqZ2x4_cdJ4zoSs_9Bnb1jNIkk2cT4i0f-LU,1,Jngn selalu bnyak iklan ... Buka aplikasi lain tiba2 ada iklan grab,5,0,5.229.0,2024-05-25 10:32:47,,,5.229.0
f2c877d7-726a-415e-a111-63d459d36d45,Syafakholifah _22,https://play-lh.googleusercontent.com/a-/ALV-UjW--dzO3Gzea37e0l_Lprl7HHK-Bky2Mz4HB5Qk6kys0uEBTnQ,2,"baik ,sopan,ramah,cepat sampai perjalan aman sampe tujuan",5,0,5.303.0,2024-05-25 10:32:13,,,5.303.0
9a7e26c4-84c3-4bca-8706-737a0d2e7002,Ridha Suwandi,https://play-lh.googleusercontent.com/a/ACg8ocKLLbmro_2Bt0sq0DBZQtsSx76iEjBXH66nRRIOjUwqi7gX3Q=mo,2,oke,5,0,5.306.0,2024-05-25 10:26:05,,,5.306.0
1cca65ba-8aef-4d4b-8ebc-82dabf55f4b6,muh arman arifin,https://play-lh.googleusercontent.com/a/ACg8ocKRrvC_TbMOuf6jxsTErKbUxF2SX6F0UUTvJZT0UnOvMkVnHA=mo,2,sangat membantu,5,0,5.306.0,2024-05-25 10:25:59,,,5.306.0
f5e99ecf-a71d-4978-a65f-bbdc9e0cf7a5,Ekhe Mamesah,https://play-lh.googleusercontent.com/a/ACg8ocIBjmbtOuMr6b-gK2oby4OZXWpclyXx3qGhGix30duOYaJptQ=mo,2,".mobil bersih dan wangi, sopir Rama dan baik",5,0,5.307.0,2024-05-25 10:22:21,,,5.307.0
098bdde5-7e09-4118-8975-b2f68e067341,The Sadman,https://play-lh.googleusercontent.com/a-/ALV-UjVbb74j-5zknrTnkDlQbAAh-w27FcQKyiRxwO-nYn-RC7w6T7_p,2,bagus,5,0,5.307.0,2024-05-25 10:09:37,,,5.307.0
76193dd2-56bf-4c52-bc51-8d61885df37f,Andry Atmaja,https://play-lh.googleusercontent.com/a-/ALV-UjWcuwIA_ac41c0p0m3UvjBs1BQbbh0Jtbt0_f-A62bU4S_j5qAvsg,2,top tepat waktu,5,0,5.306.0,2024-05-25 9:49:14,,,5.306.0
7b11f947-6923-498e-b6e0-3adec3015cbf,diah rahma,https://play-lh.googleusercontent.com/a-/ALV-UjUEK3nT4NgewXkopT7CUYerurhr8hiZe3b-5w0tvhpHn0-Wqus,2,murah banget,5,0,5.306.0,2024-05-25 9:31:52,,,5.306.0
29e4fc41-c281-48d6-888b-6f0e10d58848,Agus Joo,https://play-lh.googleusercontent.com/a/ACg8ocLEioxSL27xbnbVgK2d22pTvf84w3ko_F3ga9dUFPIQ9EeySQ=mo,2,jos,5,0,5.300.1,2024-05-25 9:30:18,,,5.300.1
a09c39db-fddc-462c-99e1-747525f4f5fc,Budi Setiyawan,https://play-lh.googleusercontent.com/a/ACg8ocJrM7Cr-MWfctf_qhh5AezdceboRZGqmRwAdNCwO0YDpBzWYQ=mo,2,mantap,5,0,5.298.0,2024-05-25 9:29:24,,,5.298.0
fc6ba52b-1d0e-4e19-909e-95e0934db5ce,Lina Marlina,https://play-lh.googleusercontent.com/a/ACg8ocLXAPBi6TB5tSeCMjunJ54dB5citHRUo8hYXe9P6ofcVKhRHw=mo,2,memuaskan,5,0,5.307.0,2024-05-25 9:25:38,,,5.307.0
94e70c31-265d-466a-9373-d925a1a98a66,christian gahagho,https://play-lh.googleusercontent.com/a-/ALV-UjX0QCcueturZfy9XPfP0zFaYkDtIIFEw50SnoavIghfwdD2QIc,2,bagus,5,0,5.306.0,2024-05-25 9:23:25,,,5.306.0
b5177115-5bc4-49b6-ac81-5e562520bf2f,oo oktoria,https://play-lh.googleusercontent.com/a-/ALV-UjXXzVEe-isjIzFL5glnZO_fCxjGGHcAS7fihNoeTsSYaL4QSo4,2,jangan bosan selalu berikan yang optimal dalam layanan kepada konsumen.....,5,0,5.307.0,2024-05-25 9:15:35,,,5.307.0
5086cfef-653f-441b-9e2e-e4920b51060d,DEDY SUBAGYO,https://play-lh.googleusercontent.com/a-/ALV-UjU1F7xR_v5JPrcSh2XpfM_5sT6-RUsM7fpBrB-PN7MG6tsZOVY,2,"Pengalaman yang menyenangkan bersama grabcar ,bagi kami yang di daerah",5,0,5.307.0,2024-05-25 8:58:19,,,5.307.0
9cf230af-53ba-45be-94f4-e487857333ce,Endang Setyaningsih,https://play-lh.googleusercontent.com/a-/ALV-UjWymFRLYr0pA3NXR3j3bjpmLkdn707bOCYhRT2YymPEbdaE-tF1,2,oke,5,0,5.304.1,2024-05-25 8:55:50,,,5.304.1
db187b02-ccb0-43f6-98a6-844ad4f0baf9,Khaerul Samsi,https://play-lh.googleusercontent.com/a/ACg8ocKvv8QLEqGAeoDc2kVcs8wNy7II0rGzr0WuD6ithu7-23DNsA=mo,2,sangat membantu 👍👍👍,5,0,5.306.0,2024-05-25 8:52:39,,,5.306.0
04077d47-be54-4545-a466-04e93fefa817,Fauzi dermawan Dermawan,https://play-lh.googleusercontent.com/a/ACg8ocK3t3MN3lnVnH3ZCBh6KBoDiLhQqqi6k4bghMJK0QAMnYb6hg=mo,2,driver nya ramah tamah,5,0,5.307.0,2024-05-25 8:49:05,,,5.307.0
035fbadb-ef6c-4702-b961-44ddb1a0e81a,Rahman Rahman,https://play-lh.googleusercontent.com/a/ACg8ocLAFmMXt_arawtZUgweCaVFwlU3EUI4mPb6aGvceQIKNNvlYw=mo,2,Oke,5,0,5.289.0,2024-05-25 8:48:05,,,5.289.0
e170e90a-2f55-4cc9-b510-6afaf436abf2,Hafis Akbar,https://play-lh.googleusercontent.com/a-/ALV-UjX4SZG5-uzCWCfWzSiTrt4TYxS4Ws_AtmnfdIhiwXFbx89lVA,2,baik,5,0,5.306.0,2024-05-25 8:47:25,,,5.306.0
97d93279-b161-4c3a-bdc5-a874476bc8df,Ardi Arbowo,https://play-lh.googleusercontent.com/a/ACg8ocKeauMoxUpcSGWOgMAsspvrGCNSg0JZaaUycfOex822O3h-2A=mo,2,Aplikasi ini sangat membantu sekali untuk kita yg ingin bepergian. 🙏🥰,5,0,,2024-05-25 8:32:14,,,
8b0702bf-9d77-4fe3-8d3b-5f83adc85bc0,Mario Van Radit,https://play-lh.googleusercontent.com/a/ACg8ocJp31mRDK2GNg7mpt1eSVQbO5kOk9h8WA59Oj7T8J2m55SJWQ=mo,2,sangat membanty,5,0,5.306.0,2024-05-25 8:28:32,,,5.306.0
c9f68939-7d28-497a-991e-a0767ab90c84,Eka Ariami,https://play-lh.googleusercontent.com/a/ACg8ocIibbtX0kzadpWMgkXZ_JAeDBgCYDUjAfwv5ivpteB_jD4T7w=mo,2,👍,5,0,5.305.0,2024-05-25 8:27:40,,,5.305.0
2bb4ddd8-08b6-45f4-bb20-ab4eb25669a2,Nata aileen pratama,https://play-lh.googleusercontent.com/a-/ALV-UjXIrjBWX_ssuRYtCXB1m32vBDbtsoHdsBNjwGr4sPnfN9T2acU,2,Bukan maen service nya 👍haha padahal udah dapat driver tp 3x di cancel langsung dr apl. Ga tau apa masalahnya pdhl makanan jg belum siap.. mungkin driver g respons waktu ada notif grabfood .. Jadi langsung di ganti sama driver yg siap jalan.. 👍👍👍,5,0,5.307.0,2024-05-25 8:25:55,,,5.307.0
aa67d60d-9e42-4663-84f3-acf1af45a1d3,Dimas Kris,https://play-lh.googleusercontent.com/a-/ALV-UjUSrOxhIARcTBcqXoZ-wXue4tMay82T71zOglgK0C8vCt3_jWhu,2,Mantap,5,0,5.306.0,2024-05-25 8:19:45,"Terima kasih Kak sudah jadi pengguna setia Grab ya 🥰 Stay safe dan sehat-sehat terus Kak 💚💚

",2022-12-20 14:36:36,5.306.0
a115d1ce-77ee-4a42-831b-b3820040ee68,Safitri Pebriyanti,https://play-lh.googleusercontent.com/a-/ALV-UjUXOFW9UvgWdCW2ivbHOQTddT-h7MOBjPa4FL4MkoXC02D-BiE,0,Drivernya kaga jalan2 bilang udah deket kaga nyampe2,1,0,,2024-05-25 8:16:08,"Halo Kak. Maaf ya buat engga nyaman 🙇‍♀️
Apabila Kakak menemukan kendala pada penggunaan aplikasi Grab Penumpang maka silakan laporkan melalui link https://grb.to/consumeridhelpcenter agar bisa ditindaklanjuti ya.Terima kasih 🙏",2024-05-25 19:17:53,
96c26c4d-acd2-4939-9fa9-ff1201d1f426,Siti Zakiyah,https://play-lh.googleusercontent.com/a/ACg8ocKYQrM4_soDu6W8-RaZ_iQYRba-0Uf6XTTvc_2fp-WNcseRXA=mo,2,baik,5,0,5.307.0,2024-05-25 8:11:53,,,5.307.0
f96bb458-cc4c-4dd2-97e6-c08809140b67,Yogo Puryadi,https://play-lh.googleusercontent.com/a-/ALV-UjWjqkLglCrF9eIudQU_pLwQZQYOslkoOu0e4a07o9XTepGg2xM,2,pelayanan bagus,4,0,5.307.0,2024-05-25 7:44:33,"Hai Kak, enjoy ya Kak. Oh iya, jika Kakak merasa puas menggunakan layanan Grab, boleh diberikan rating 5 ya Kak. Terima kasih 😊🙏",2024-05-26 3:42:23,5.307.0
654558da-07a9-4b79-8c2b-8bac50dc61a5,wida ningsih,https://play-lh.googleusercontent.com/a/ACg8ocLHfsiEI7lUPpCqI8tuY4dpbFKj1Qouo6B0K-Hzl26FcjfwGA=mo,2,membantu sekali.,5,0,5.307.0,2024-05-25 7:43:30,,,5.307.0
da4ad9b4-7447-48d3-9d52-04416cead234,Ido Susanto,https://play-lh.googleusercontent.com/a-/ALV-UjW-hSUQ1WKEcSKt7JybA0sjSrKaSATxarZP1ySCKdd08vD9r2E,2,ok,5,0,5.305.0,2024-05-25 7:23:43,,,5.305.0
8b8ef7e5-4d58-45ca-ac48-3c593ac375cf,Nur Afandi,https://play-lh.googleusercontent.com/a-/ALV-UjXIpC1iygP19k8C74XyNsCqOwIguT7lz8OHdc2hTsgL4_UkBmwk,2,mantap,5,0,5.307.0,2024-05-25 7:22:34,,,5.307.0
08073859-6417-43f3-91ec-864dcdcaeeda,Tubagus Arya,https://play-lh.googleusercontent.com/a-/ALV-UjVSb0FdGJBR0isasXrON5Gb_iKQ0wn14GibGaHsUPVIhzvhXpM,0,"Akun gua tiba tiba diblokir, padahal gua selalu bayar. Kecewa",1,0,5.306.0,2024-05-25 7:15:59,"Maaf banget ya Kak 🙇‍♀️
Untuk kendala pembekuan akun, bisa terjadi karena adanya penyalahgunaan akun Kakak di aplikasi Grab. Silakan ajukan formulir banding aktivasi akun pada link berikut https://grb.to/consumerappeal untuk mengetahui detailnya. Tunggu informasi selanjutnya melalui SMS dalam waktu 3 hari kerja ya Kak. Terima kasih 🙏",2024-05-26 3:44:56,5.306.0
4e418b62-791a-42e6-a563-be81da3fd588,bandar telur,https://play-lh.googleusercontent.com/a-/ALV-UjUM_T2dUWgIe_qxFf7kI5iYIf6CEouIFgmCRnnJ9jXaRn70fI0,2,ok banget,5,0,5.307.0,2024-05-25 7:12:20,,,5.307.0
